miRID	GeneName	Type	Source
hsa-miR-1229-3p	SCAMP5	pos	CLIP
hsa-miR-10a-5p	SCAP	pos	CLIP
hsa-miR-181b-5p	SCAP	pos	CLIP
hsa-miR-484	SCAP	pos	CLIP
hsa-miR-93-3p	SCAP	pos	CLIP
hsa-miR-615-3p	SCARA3	pos	CLIP
hsa-miR-324-5p	SCARB1	pos	CLIP
hsa-miR-615-3p	SCARB1	pos	CLIP
hsa-miR-877-3p	SCARB1	pos	CLIP
hsa-miR-92a-3p	SCARB1	pos	CLIP
hsa-miR-222-3p	SCARB2	pos	CLIP
hsa-miR-365a-3p	SCARB2	pos	CLIP
hsa-miR-92a-3p	SCARB2	pos	CLIP
hsa-miR-548q	SCARF1	pos	CLIP
hsa-miR-15b-5p	SCCPDH	pos	CLIP
hsa-let-7b-5p	SCD	pos	CLIP
hsa-let-7e-5p	SCD	pos	CLIP
hsa-miR-10a-5p	SCD	pos	CLIP
hsa-miR-1229-3p	SCD	pos	CLIP
hsa-miR-149-5p	SCD	pos	CLIP
hsa-miR-185-5p	SCD	pos	CLIP
hsa-miR-197-3p	SCD	pos	CLIP
hsa-miR-324-5p	SCD	pos	CLIP
hsa-miR-328-3p	SCD	pos	CLIP
hsa-miR-331-3p	SCD	pos	CLIP
hsa-miR-455-3p	SCD	pos	CLIP
hsa-miR-484	SCD	pos	CLIP
hsa-miR-92a-3p	SCD	pos	CLIP
hsa-miR-30c-5p	SCD5	pos	CLIP
hsa-miR-324-5p	SCD5	pos	CLIP
hsa-miR-92a-3p	SCD5	pos	CLIP
hsa-miR-186-5p	SCFD1	pos	CLIP
hsa-miR-193b-3p	SCLY	pos	CLIP
hsa-miR-92a-3p	SCLY	pos	CLIP
hsa-let-7e-5p	SCMH1	pos	CLIP
hsa-miR-10b-5p	SCMH1	pos	CLIP
hsa-miR-532-3p	SCMH1	pos	CLIP
hsa-let-7b-5p	SCML2	pos	CLIP
hsa-miR-423-3p	SCML2	pos	CLIP
hsa-miR-769-5p	SCML2	pos	CLIP
hsa-miR-92a-3p	SCML2	pos	CLIP
hsa-miR-196a-5p	SCN11A	pos	CLIP
hsa-miR-30c-5p	SCN11A	pos	CLIP
hsa-miR-93-3p	SCN1A	pos	CLIP
hsa-miR-210-3p	SCN1B	pos	CLIP
hsa-miR-296-3p	SCN1B	pos	CLIP
hsa-miR-193b-3p	SCO1	pos	CLIP
hsa-miR-424-5p	SCOC	pos	CLIP
hsa-miR-1260b	SCP2	pos	CLIP
hsa-miR-186-5p	SCRIB	pos	CLIP
hsa-miR-193b-3p	SCRIB	pos	CLIP
hsa-miR-766-3p	SCRIB	pos	CLIP
hsa-miR-877-3p	SCRIB	pos	CLIP
hsa-miR-93-3p	SCRIB	pos	CLIP
hsa-miR-26a-5p	SCRN1	pos	CLIP
hsa-miR-320c	SCRN1	pos	CLIP
hsa-let-7e-5p	SCYL1	pos	CLIP
hsa-miR-324-3p	SCYL1	pos	CLIP
hsa-miR-484	SCYL1	pos	CLIP
hsa-miR-92a-3p	SCYL2	pos	CLIP
hsa-miR-149-5p	SCYL3	pos	CLIP
hsa-miR-149-5p	SDC1	pos	CLIP
hsa-miR-26a-5p	SDCBP	pos	CLIP
hsa-miR-30c-5p	SDE2	pos	CLIP
hsa-miR-615-3p	SDE2	pos	CLIP
hsa-miR-30c-5p	SDF2L1	pos	CLIP
hsa-miR-378a-5p	SDF4	pos	CLIP
hsa-miR-484	SDF4	pos	CLIP
hsa-miR-106a-5p	SDHA	pos	CLIP
hsa-miR-17-5p	SDHA	pos	CLIP
hsa-miR-222-3p	SDHA	pos	CLIP
hsa-miR-760	SDHA	pos	CLIP
hsa-miR-125b-5p	SDHB	pos	CLIP
hsa-miR-320a	SDHC	pos	CLIP
hsa-miR-615-3p	SDHC	pos	CLIP
hsa-miR-877-3p	SDHC	pos	CLIP
hsa-miR-615-3p	SDK1	pos	CLIP
hsa-miR-484	SEC11A	pos	CLIP
hsa-miR-505-3p	SEC13	pos	CLIP
hsa-miR-652-3p	SEC13	pos	CLIP
hsa-miR-99a-5p	SEC13	pos	CLIP
hsa-miR-320a	SEC14L1	pos	CLIP
hsa-miR-320c	SEC14L1	pos	CLIP
hsa-miR-708-5p	SEC14L1	pos	CLIP
hsa-miR-92a-3p	SEC14L1	pos	CLIP
hsa-miR-27a-3p	SEC16A	pos	CLIP
hsa-miR-27b-3p	SEC16A	pos	CLIP
hsa-miR-331-3p	SEC16A	pos	CLIP
hsa-miR-484	SEC16A	pos	CLIP
hsa-miR-615-3p	SEC16A	pos	CLIP
hsa-miR-744-5p	SEC16A	pos	CLIP
hsa-miR-877-5p	SEC16A	pos	CLIP
hsa-miR-93-5p	SEC16A	pos	CLIP
hsa-miR-106b-5p	SEC23A	neg	CLIP
hsa-let-7e-5p	SEC23IP	pos	CLIP
hsa-miR-149-5p	SEC23IP	pos	CLIP
hsa-miR-324-5p	SEC23IP	pos	CLIP
hsa-miR-93-5p	SEC23IP	pos	CLIP
hsa-miR-125b-5p	SEC24A	pos	CLIP
hsa-miR-320a	SEC24A	pos	CLIP
hsa-miR-92a-3p	SEC24A	pos	CLIP
hsa-miR-16-5p	SEC24B	pos	CLIP
hsa-miR-186-5p	SEC24B	pos	CLIP
hsa-miR-18a-5p	SEC24B	pos	CLIP
hsa-miR-296-3p	SEC24B	pos	CLIP
hsa-miR-181b-5p	SEC24C	pos	CLIP
hsa-miR-222-3p	SEC24C	pos	CLIP
hsa-miR-615-3p	SEC24C	pos	CLIP
hsa-miR-877-5p	SEC24C	pos	CLIP
hsa-miR-1909-5p	SEC31A	pos	CLIP
hsa-miR-26a-5p	SEC31A	pos	CLIP
hsa-miR-331-3p	SEC31A	pos	CLIP
hsa-miR-378a-3p	SEC31A	pos	CLIP
hsa-miR-378c	SEC31A	pos	CLIP
hsa-miR-615-3p	SEC61A1	pos	CLIP
hsa-miR-16-5p	SEC61A2	pos	CLIP
hsa-miR-182-5p	SEC61A2	pos	CLIP
hsa-miR-324-5p	SEC61B	pos	CLIP
hsa-miR-1260b	SEC61G	pos	CLIP
hsa-miR-15a-5p	SEC63	pos	CLIP
hsa-miR-296-3p	SEC63	pos	CLIP
hsa-miR-30c-2-3p	SEC63	pos	CLIP
hsa-miR-130b-5p	SECISBP2	pos	CLIP
hsa-miR-744-5p	SECISBP2	pos	CLIP
hsa-let-7a-5p	SEL1L3	pos	CLIP
hsa-miR-93-3p	SEL1L3	pos	CLIP
hsa-miR-20a-5p	SELENBP1	pos	CLIP
hsa-miR-92a-3p	SELENBP1	pos	CLIP
hsa-miR-196a-5p	SELK	pos	CLIP
hsa-miR-484	SELK	pos	CLIP
hsa-miR-193a-3p	SEMA3D	pos	CLIP
hsa-miR-615-3p	SEMA3E	pos	CLIP
hsa-let-7e-5p	SEMA4B	pos	CLIP
hsa-miR-106b-5p	SEMA4B	neg	CLIP
hsa-miR-16-5p	SEMA4C	pos	CLIP
hsa-miR-193b-3p	SEMA4C	pos	CLIP
hsa-miR-25-3p	SEMA4D	pos	CLIP
hsa-miR-484	SEMA4D	pos	CLIP
hsa-miR-18a-3p	SEMA4G	pos	CLIP
hsa-miR-30c-5p	SEMA6A	pos	CLIP
hsa-miR-615-3p	SEMA7A	pos	CLIP
hsa-miR-18a-3p	SENP1	pos	CLIP
hsa-miR-30d-5p	SENP2	pos	CLIP
hsa-miR-18a-3p	SENP3	pos	CLIP
hsa-miR-296-3p	SENP3	pos	CLIP
hsa-miR-30c-5p	SENP3	pos	CLIP
hsa-miR-320a	SENP3	pos	CLIP
hsa-let-7d-5p	SENP5	pos	CLIP
hsa-miR-16-5p	SENP6	pos	CLIP
hsa-let-7a-3p	SENP7	pos	CLIP
hsa-miR-421	SENP7	pos	CLIP
hsa-miR-339-5p	SEP15	pos	CLIP
hsa-miR-221-3p	SEPHS1	pos	CLIP
hsa-miR-484	SEPHS1	pos	CLIP
hsa-miR-615-3p	SEPHS1	pos	CLIP
hsa-miR-1301-3p	SEPHS2	pos	CLIP
hsa-miR-193b-3p	SEPHS2	pos	CLIP
hsa-miR-484	SEPHS2	pos	CLIP
hsa-miR-615-3p	SEPHS2	pos	CLIP
hsa-miR-149-5p	SEPN1	pos	CLIP
hsa-miR-331-3p	SEPN1	pos	CLIP
hsa-miR-423-3p	SEPN1	pos	CLIP
hsa-miR-423-5p	SEPN1	pos	CLIP
hsa-miR-100-5p	SEPSECS	pos	CLIP
hsa-miR-320a	SEPT1	pos	CLIP
hsa-miR-100-5p	SEPT10	pos	CLIP
hsa-miR-17-5p	SEPT11	pos	CLIP
hsa-miR-222-3p	SEPT11	pos	CLIP
hsa-miR-106a-5p	SEPT2	pos	CLIP
hsa-miR-15b-5p	SEPT2	pos	CLIP
hsa-miR-17-5p	SEPT2	pos	CLIP
hsa-miR-20a-5p	SEPT2	pos	CLIP
hsa-miR-23a-3p	SEPT2	pos	CLIP
hsa-miR-421	SEPT2	pos	CLIP
hsa-miR-615-3p	SEPT2	pos	CLIP
hsa-miR-652-3p	SEPT2	pos	CLIP
hsa-miR-744-5p	SEPT2	pos	CLIP
hsa-miR-877-3p	SEPT2	pos	CLIP
hsa-miR-34a-5p	SEPT7	pos	CLIP
hsa-miR-324-5p	SEPT8	pos	CLIP
hsa-miR-10a-5p	SEPT9	pos	CLIP
hsa-miR-186-5p	SEPT9	pos	CLIP
hsa-miR-125a-5p	SEPW1	pos	CLIP
hsa-let-7b-5p	SERBP1	pos	CLIP
hsa-let-7e-5p	SERBP1	pos	CLIP
hsa-miR-100-5p	SERBP1	pos	CLIP
hsa-miR-10a-5p	SERBP1	pos	CLIP
hsa-miR-15b-5p	SERBP1	pos	CLIP
hsa-miR-18a-5p	SERBP1	pos	CLIP
hsa-miR-27a-3p	SERBP1	pos	CLIP
hsa-miR-30b-5p	SERBP1	pos	CLIP
hsa-miR-328-3p	SERBP1	pos	CLIP
hsa-miR-374a-5p	SERBP1	pos	CLIP
hsa-miR-505-3p	SERBP1	pos	CLIP
hsa-miR-615-3p	SERBP1	pos	CLIP
hsa-miR-625-5p	SERBP1	pos	CLIP
hsa-miR-652-3p	SERBP1	pos	CLIP
hsa-miR-93-3p	SERBP1	pos	CLIP
hsa-let-7e-5p	SERF2	pos	CLIP
hsa-miR-149-5p	SERINC1	pos	CLIP
hsa-miR-92a-3p	SERINC1	pos	CLIP
hsa-miR-615-3p	SERINC3	pos	CLIP
hsa-miR-16-5p	SERINC5	pos	CLIP
hsa-miR-186-5p	SERP1	pos	CLIP
hsa-miR-744-5p	SERP1	pos	CLIP
hsa-miR-186-5p	SERPINA12	pos	CLIP
hsa-miR-106b-5p	SERPINE1	neg	CLIP
hsa-miR-30e-3p	SERPINE2	pos	CLIP
hsa-miR-484	SERPINH1	pos	CLIP
hsa-miR-296-3p	SERTAD2	pos	CLIP
hsa-miR-25-3p	SERTAD3	pos	CLIP
hsa-miR-92a-3p	SERTAD3	pos	CLIP
hsa-miR-222-3p	SERTAD4	pos	CLIP
hsa-let-7a-5p	SESN1	pos	CLIP
hsa-let-7a-5p	SESN2	pos	CLIP
hsa-miR-106b-5p	SESN2	neg	CLIP
hsa-miR-484	SESN2	pos	CLIP
hsa-miR-100-5p	SET	pos	CLIP
hsa-miR-1260b	SET	pos	CLIP
hsa-miR-185-5p	SET	pos	CLIP
hsa-miR-18a-3p	SET	pos	CLIP
hsa-miR-26a-5p	SET	pos	CLIP
hsa-miR-296-3p	SET	pos	CLIP
hsa-miR-378a-5p	SET	pos	CLIP
hsa-miR-423-3p	SET	pos	CLIP
hsa-miR-484	SET	pos	CLIP
hsa-miR-505-5p	SET	pos	CLIP
hsa-miR-877-3p	SET	pos	CLIP
hsa-miR-93-5p	SET	pos	CLIP
hsa-let-7e-5p	SETD1A	pos	CLIP
hsa-miR-18a-3p	SETD1A	pos	CLIP
hsa-miR-320a	SETD1A	pos	CLIP
hsa-miR-361-5p	SETD1A	pos	CLIP
hsa-miR-760	SETD1A	pos	CLIP
hsa-miR-197-3p	SETD1B	pos	CLIP
hsa-miR-222-3p	SETD1B	pos	CLIP
hsa-miR-25-3p	SETD1B	pos	CLIP
hsa-miR-484	SETD1B	pos	CLIP
hsa-miR-92a-3p	SETD1B	pos	CLIP
hsa-miR-106b-5p	SETD2	pos	CLIP
hsa-miR-26a-5p	SETD2	pos	CLIP
hsa-miR-320a	SETD3	pos	CLIP
hsa-let-7a-3p	SETD4	pos	CLIP
hsa-let-7b-5p	SETD5	pos	CLIP
hsa-miR-16-5p	SETD5	pos	CLIP
hsa-miR-877-3p	SETD5	pos	CLIP
hsa-miR-484	SETD6	pos	CLIP
hsa-let-7a-5p	SETD7	pos	CLIP
hsa-miR-10b-5p	SETD7	pos	CLIP
hsa-miR-186-5p	SETD7	pos	CLIP
hsa-miR-28-5p	SETD7	pos	CLIP
hsa-miR-484	SETD7	pos	CLIP
hsa-miR-186-5p	SETD8	pos	CLIP
hsa-miR-1260b	SETDB1	pos	CLIP
hsa-miR-152-3p	SETDB1	pos	CLIP
hsa-miR-296-3p	SETDB1	pos	CLIP
hsa-miR-324-3p	SETDB1	pos	CLIP
hsa-miR-92a-3p	SETDB1	pos	CLIP
hsa-miR-18a-3p	SETX	pos	CLIP
hsa-miR-221-3p	SF1	pos	CLIP
hsa-miR-320a	SF1	pos	CLIP
hsa-miR-935	SF1	pos	CLIP
hsa-let-7a-5p	SF3A1	pos	CLIP
hsa-let-7f-5p	SF3A1	pos	CLIP
hsa-miR-193b-3p	SF3A1	pos	CLIP
hsa-miR-450a-5p	SF3A1	pos	CLIP
hsa-miR-615-3p	SF3A1	pos	CLIP
hsa-miR-744-5p	SF3A1	pos	CLIP
hsa-miR-615-3p	SF3A3	pos	CLIP
hsa-miR-92a-3p	SF3A3	pos	CLIP
hsa-let-7b-5p	SF3B1	pos	CLIP
hsa-let-7g-5p	SF3B1	neg	CLIP
hsa-miR-1260b	SF3B1	pos	CLIP
hsa-miR-423-3p	SF3B1	pos	CLIP
hsa-miR-504-5p	SF3B1	pos	CLIP
hsa-miR-615-3p	SF3B1	pos	CLIP
hsa-miR-18a-3p	SF3B2	pos	CLIP
hsa-miR-193b-3p	SF3B2	pos	CLIP
hsa-miR-324-5p	SF3B2	pos	CLIP
hsa-miR-331-3p	SF3B2	pos	CLIP
hsa-miR-342-3p	SF3B2	pos	CLIP
hsa-miR-484	SF3B2	pos	CLIP
hsa-miR-615-3p	SF3B2	pos	CLIP
hsa-miR-877-3p	SF3B2	pos	CLIP
hsa-miR-93-3p	SF3B2	pos	CLIP
hsa-miR-100-5p	SF3B3	pos	CLIP
hsa-miR-10a-5p	SF3B3	pos	CLIP
hsa-miR-15b-5p	SF3B3	pos	CLIP
hsa-miR-16-5p	SF3B3	pos	CLIP
hsa-miR-193b-3p	SF3B3	pos	CLIP
hsa-miR-221-3p	SF3B3	pos	CLIP
hsa-miR-222-3p	SF3B3	pos	CLIP
hsa-miR-30a-3p	SF3B3	pos	CLIP
hsa-miR-320a	SF3B3	pos	CLIP
hsa-miR-324-3p	SF3B3	pos	CLIP
hsa-miR-342-3p	SF3B3	pos	CLIP
hsa-miR-423-3p	SF3B3	pos	CLIP
hsa-miR-423-5p	SF3B3	pos	CLIP
hsa-miR-484	SF3B3	pos	CLIP
hsa-miR-503-5p	SF3B3	pos	CLIP
hsa-miR-615-3p	SF3B3	pos	CLIP
hsa-miR-92a-3p	SF3B3	pos	CLIP
hsa-let-7c-5p	SF3B4	pos	CLIP
hsa-miR-10a-5p	SF3B4	pos	CLIP
hsa-miR-296-3p	SF3B4	pos	CLIP
hsa-miR-423-3p	SF3B4	pos	CLIP
hsa-miR-1307-3p	SF3B5	pos	CLIP
hsa-let-7b-5p	SFMBT1	pos	CLIP
hsa-miR-26a-5p	SFMBT1	pos	CLIP
hsa-miR-10a-5p	SFPQ	pos	CLIP
hsa-miR-1229-3p	SFPQ	pos	CLIP
hsa-miR-193b-3p	SFPQ	pos	CLIP
hsa-miR-331-3p	SFPQ	pos	CLIP
hsa-miR-615-3p	SFPQ	pos	CLIP
hsa-miR-92b-3p	SFPQ	pos	CLIP
hsa-let-7a-5p	SFSWAP	pos	CLIP
hsa-miR-183-5p	SFSWAP	pos	CLIP
hsa-let-7g-5p	SFT2D1	pos	CLIP
hsa-miR-15b-5p	SFT2D1	pos	CLIP
hsa-miR-22-3p	SFXN1	pos	CLIP
hsa-miR-28-3p	SFXN1	pos	CLIP
hsa-miR-31-5p	SFXN1	pos	CLIP
hsa-miR-421	SFXN1	pos	CLIP
hsa-miR-501-5p	SFXN1	pos	CLIP
hsa-miR-92b-3p	SFXN1	pos	CLIP
hsa-miR-744-5p	SGMS1	pos	CLIP
hsa-miR-615-3p	SGMS2	pos	CLIP
hsa-miR-1226-3p	SGPL1	pos	CLIP
hsa-miR-99a-5p	SGPP2	pos	CLIP
hsa-miR-30a-3p	SGSH	pos	CLIP
hsa-miR-30e-3p	SGSH	pos	CLIP
hsa-miR-941	SGSH	pos	CLIP
hsa-miR-221-5p	SGSM1	pos	CLIP
hsa-miR-760	SGSM1	pos	CLIP
hsa-let-7e-5p	SGSM3	pos	CLIP
hsa-miR-221-3p	SGTA	pos	CLIP
hsa-miR-30d-5p	SGTA	pos	CLIP
hsa-miR-100-5p	SGTB	pos	CLIP
hsa-miR-423-3p	SH2B1	pos	CLIP
hsa-miR-484	SH2B1	pos	CLIP
hsa-miR-877-3p	SH2B1	pos	CLIP
hsa-miR-877-3p	SH2B3	pos	CLIP
hsa-miR-195-5p	SH3BGRL2	pos	CLIP
hsa-miR-197-3p	SH3BP2	pos	CLIP
hsa-miR-331-3p	SH3BP2	pos	CLIP
hsa-miR-939-5p	SH3BP2	pos	CLIP
hsa-miR-106b-3p	SH3BP4	pos	CLIP
hsa-miR-193b-3p	SH3BP4	pos	CLIP
hsa-miR-93-5p	SH3BP4	pos	CLIP
hsa-miR-193b-3p	SH3BP5	pos	CLIP
hsa-miR-106a-5p	SH3BP5L	pos	CLIP
hsa-let-7c-5p	SH3D19	pos	CLIP
hsa-miR-128-3p	SH3D19	pos	CLIP
hsa-miR-183-5p	SH3D19	pos	CLIP
hsa-miR-193b-3p	SH3GL1	pos	CLIP
hsa-miR-296-3p	SH3GL1	pos	CLIP
hsa-miR-320a	SH3GL1	pos	CLIP
hsa-miR-320b	SH3GL1	pos	CLIP
hsa-miR-744-5p	SH3GL1	pos	CLIP
hsa-miR-877-5p	SH3GL1	pos	CLIP
hsa-miR-196a-5p	SH3GL3	pos	CLIP
hsa-miR-17-5p	SH3GLB2	pos	CLIP
hsa-miR-1914-5p	SH3KBP1	pos	CLIP
hsa-let-7b-5p	SH3PXD2A	pos	CLIP
hsa-miR-331-3p	SH3PXD2A	pos	CLIP
hsa-miR-296-3p	SH3RF1	pos	CLIP
hsa-let-7e-5p	SHANK1	pos	CLIP
hsa-miR-1307-3p	SHANK2	pos	CLIP
hsa-miR-935	SHB	pos	CLIP
hsa-miR-10a-5p	SHBG	pos	CLIP
hsa-miR-30b-5p	SHC1	pos	CLIP
hsa-miR-186-5p	SHC2	pos	CLIP
hsa-miR-26a-5p	SHC2	pos	CLIP
hsa-miR-92a-3p	SHC3	pos	CLIP
hsa-miR-455-3p	SHCBP1	pos	CLIP
hsa-miR-877-3p	SHCBP1	pos	CLIP
hsa-miR-30c-5p	SHFM1	pos	CLIP
hsa-miR-106b-5p	SHISA2	pos	CLIP
hsa-miR-183-5p	SHISA2	pos	CLIP
hsa-miR-222-3p	SHISA2	pos	CLIP
hsa-miR-1296-5p	SHISA5	pos	CLIP
hsa-miR-877-5p	SHISA5	pos	CLIP
hsa-miR-92a-3p	SHISA5	pos	CLIP
hsa-miR-615-3p	SHKBP1	pos	CLIP
hsa-miR-125b-5p	SHMT1	pos	CLIP
hsa-let-7a-5p	SHMT2	pos	CLIP
hsa-miR-186-5p	SHMT2	pos	CLIP
hsa-miR-193b-3p	SHMT2	pos	CLIP
hsa-miR-423-3p	SHMT2	pos	CLIP
hsa-miR-615-3p	SHMT2	pos	CLIP
hsa-miR-92a-3p	SHMT2	pos	CLIP
hsa-miR-940	SHMT2	pos	CLIP
hsa-miR-16-5p	SHOC2	pos	CLIP
hsa-miR-92a-3p	SHOC2	pos	CLIP
hsa-miR-615-3p	SHPK	pos	CLIP
hsa-miR-92a-3p	SHPRH	pos	CLIP
hsa-miR-18a-3p	SHQ1	pos	CLIP
hsa-miR-296-3p	SHROOM2	pos	CLIP
hsa-miR-505-5p	SIAH1	pos	CLIP
hsa-miR-30c-5p	SIAH2	pos	CLIP
hsa-miR-503-5p	SIAH2	pos	CLIP
hsa-miR-149-5p	SIGIRR	pos	CLIP
hsa-miR-1296-5p	SIGMAR1	pos	CLIP
hsa-miR-769-3p	SIGMAR1	pos	CLIP
hsa-miR-877-5p	SIGMAR1	pos	CLIP
hsa-let-7a-5p	SIK1	pos	CLIP
hsa-miR-28-5p	SIK1	pos	CLIP
hsa-miR-1229-3p	SIK2	pos	CLIP
hsa-miR-125b-5p	SIK2	pos	CLIP
hsa-miR-181a-5p	SIK2	pos	CLIP
hsa-miR-454-3p	SIK3	pos	CLIP
hsa-let-7b-5p	SIKE1	pos	CLIP
hsa-miR-615-3p	SIL1	pos	CLIP
hsa-miR-1226-3p	SIMC1	pos	CLIP
hsa-miR-455-3p	SIN3A	pos	CLIP
hsa-miR-92a-3p	SIN3A	pos	CLIP
hsa-miR-92b-3p	SIN3A	pos	CLIP
hsa-miR-93-3p	SIN3A	pos	CLIP
hsa-miR-186-5p	SIN3B	pos	CLIP
hsa-miR-92a-3p	SIN3B	pos	CLIP
hsa-miR-92a-3p	SIPA1L1	pos	CLIP
hsa-miR-484	SIPA1L2	pos	CLIP
hsa-miR-106a-5p	SIPA1L3	pos	CLIP
hsa-miR-149-5p	SIPA1L3	pos	CLIP
hsa-miR-17-5p	SIPA1L3	pos	CLIP
hsa-miR-615-3p	SIPA1L3	pos	CLIP
hsa-miR-615-3p	SIRPA	pos	CLIP
hsa-let-7c-5p	SIRT1	pos	CLIP
hsa-miR-331-3p	SIRT1	pos	CLIP
hsa-miR-148b-3p	SIRT4	pos	CLIP
hsa-miR-324-3p	SIX1	pos	CLIP
hsa-miR-320a	SIX4	pos	CLIP
hsa-miR-328-3p	SKA1	pos	CLIP
hsa-let-7e-5p	SKA2	pos	CLIP
hsa-let-7a-5p	SKA3	pos	CLIP
hsa-miR-193b-3p	SKA3	pos	CLIP
hsa-miR-484	SKAP2	pos	CLIP
hsa-let-7b-5p	SKI	pos	CLIP
hsa-miR-149-5p	SKI	pos	CLIP
hsa-miR-196a-5p	SKI	pos	CLIP
hsa-miR-221-3p	SKI	pos	CLIP
hsa-miR-484	SKI	pos	CLIP
hsa-miR-744-5p	SKI	pos	CLIP
hsa-miR-92a-3p	SKI	pos	CLIP
hsa-miR-92b-3p	SKI	pos	CLIP
hsa-miR-30b-5p	SKIL	pos	CLIP
hsa-let-7e-5p	SKIV2L	pos	CLIP
hsa-miR-222-3p	SKIV2L	pos	CLIP
hsa-miR-1301-3p	SKP1	pos	CLIP
hsa-miR-151a-5p	SKP1	pos	CLIP
hsa-miR-92a-3p	SLAIN1	pos	CLIP
hsa-let-7b-5p	SLC10A3	pos	CLIP
hsa-let-7c-5p	SLC10A3	pos	CLIP
hsa-miR-106b-5p	SLC10A7	pos	CLIP
hsa-miR-484	SLC10A7	pos	CLIP
hsa-miR-484	SLC11A2	pos	CLIP
hsa-let-7c-5p	SLC12A2	pos	CLIP
hsa-let-7e-5p	SLC12A4	pos	CLIP
hsa-miR-25-3p	SLC12A4	pos	CLIP
hsa-miR-92a-3p	SLC12A4	pos	CLIP
hsa-miR-652-3p	SLC12A6	pos	CLIP
hsa-miR-151a-5p	SLC15A4	pos	CLIP
hsa-miR-186-5p	SLC15A4	pos	CLIP
hsa-miR-124-3p	SLC16A1	pos	CLIP
hsa-miR-23b-3p	SLC16A1	pos	CLIP
hsa-miR-320a	SLC16A1	pos	CLIP
hsa-miR-615-3p	SLC16A1	pos	CLIP
hsa-miR-1229-3p	SLC16A13	pos	CLIP
hsa-miR-17-5p	SLC16A2	pos	CLIP
hsa-miR-125b-5p	SLC16A4	pos	CLIP
hsa-miR-194-5p	SLC16A9	pos	CLIP
hsa-miR-378a-5p	SLC16A9	pos	CLIP
hsa-miR-548v	SLC16A9	pos	CLIP
hsa-miR-100-5p	SLC17A8	pos	CLIP
hsa-miR-193b-3p	SLC18B1	pos	CLIP
hsa-miR-125b-5p	SLC19A1	pos	CLIP
hsa-miR-16-5p	SLC19A1	pos	CLIP
hsa-miR-484	SLC19A1	pos	CLIP
hsa-miR-93-5p	SLC19A1	pos	CLIP
hsa-miR-484	SLC1A4	pos	CLIP
hsa-miR-615-3p	SLC1A4	pos	CLIP
hsa-miR-1226-3p	SLC1A5	pos	CLIP
hsa-miR-15b-5p	SLC1A5	pos	CLIP
hsa-miR-16-5p	SLC1A5	pos	CLIP
hsa-miR-324-3p	SLC1A5	pos	CLIP
hsa-miR-331-3p	SLC1A5	pos	CLIP
hsa-miR-92a-3p	SLC20A1	pos	CLIP
hsa-miR-877-3p	SLC20A2	pos	CLIP
hsa-miR-3127-5p	SLC22A23	pos	CLIP
hsa-miR-378a-3p	SLC22A23	pos	CLIP
hsa-miR-196b-5p	SLC23A2	pos	CLIP
hsa-miR-320b	SLC23A2	pos	CLIP
hsa-let-7c-5p	SLC25A1	pos	CLIP
hsa-miR-125b-5p	SLC25A1	pos	CLIP
hsa-miR-296-3p	SLC25A1	pos	CLIP
hsa-miR-324-3p	SLC25A1	pos	CLIP
hsa-miR-615-3p	SLC25A1	pos	CLIP
hsa-miR-744-5p	SLC25A1	pos	CLIP
hsa-miR-877-5p	SLC25A1	pos	CLIP
hsa-miR-193b-3p	SLC25A10	pos	CLIP
hsa-miR-222-3p	SLC25A10	pos	CLIP
hsa-let-7f-5p	SLC25A12	pos	CLIP
hsa-miR-30c-5p	SLC25A12	pos	CLIP
hsa-miR-766-3p	SLC25A12	pos	CLIP
hsa-let-7b-5p	SLC25A13	pos	CLIP
hsa-miR-10a-5p	SLC25A13	pos	CLIP
hsa-miR-186-5p	SLC25A13	pos	CLIP
hsa-miR-182-5p	SLC25A14	pos	CLIP
hsa-miR-331-3p	SLC25A14	pos	CLIP
hsa-miR-423-3p	SLC25A15	pos	CLIP
hsa-miR-196a-5p	SLC25A17	pos	CLIP
hsa-miR-378a-3p	SLC25A2	pos	CLIP
hsa-miR-93-3p	SLC25A23	pos	CLIP
hsa-miR-17-5p	SLC25A28	pos	CLIP
hsa-miR-20a-5p	SLC25A28	pos	CLIP
hsa-miR-106b-5p	SLC25A3	pos	CLIP
hsa-miR-1260b	SLC25A3	pos	CLIP
hsa-miR-148a-3p	SLC25A3	pos	CLIP
hsa-miR-17-5p	SLC25A3	pos	CLIP
hsa-miR-324-5p	SLC25A3	pos	CLIP
hsa-miR-425-5p	SLC25A3	pos	CLIP
hsa-miR-744-5p	SLC25A3	pos	CLIP
hsa-miR-877-5p	SLC25A3	pos	CLIP
hsa-miR-92a-3p	SLC25A3	pos	CLIP
hsa-miR-10b-5p	SLC25A30	pos	CLIP
hsa-miR-26a-5p	SLC25A30	pos	CLIP
hsa-miR-193b-3p	SLC25A33	pos	CLIP
hsa-miR-92a-3p	SLC25A33	pos	CLIP
hsa-miR-222-3p	SLC25A36	pos	CLIP
hsa-miR-17-5p	SLC25A37	pos	CLIP
hsa-miR-16-5p	SLC25A38	pos	CLIP
hsa-miR-30c-5p	SLC25A38	pos	CLIP
hsa-miR-92a-3p	SLC25A38	pos	CLIP
hsa-miR-1226-3p	SLC25A39	pos	CLIP
hsa-miR-324-3p	SLC25A39	pos	CLIP
hsa-let-7b-5p	SLC25A4	pos	CLIP
