miRID	GeneName	Type	Source
hsa-miR-20a-5p	ARPC5	pos	EXPRS
hsa-miR-9-5p	ARPC5	pos	EXPRS
hsa-miR-132-3p	ARPC5	pos	EXPRS
hsa-miR-133a-3p	ARPC5	pos	EXPRS
hsa-let-7c-5p	ARRB2	pos	EXPRS
hsa-miR-192-5p	ARRDC1	neg	EXPRS
hsa-miR-16-5p	ARRDC3	neg	EXPRS
hsa-miR-192-5p	ARRDC3	pos	EXPRS
hsa-miR-195-5p	ARRDC3	neg	EXPRS
hsa-miR-15b-5p	ARRDC3	neg	EXPRS
hsa-miR-103a-3p	ARRDC3	neg	EXPRS
hsa-miR-148b-3p	ARRDC3	pos	EXPRS
hsa-miR-181a-5p	ARRDC3	pos	EXPRS
hsa-miR-16-5p	ARTN	pos	EXPRS
hsa-miR-192-5p	ARTN	neg	EXPRS
hsa-miR-215-5p	ARTN	neg	EXPRS
hsa-miR-215-5p	ARVCF	neg	EXPRS
hsa-miR-15b-5p	ASAH1	neg	EXPRS
hsa-miR-133a-3p	ASAP2	neg	EXPRS
hsa-miR-195-5p	ASB13	neg	EXPRS
hsa-miR-215-5p	ASCC3	neg	EXPRS
hsa-miR-16-5p	ASF1B	pos	EXPRS
hsa-miR-192-5p	ASF1B	pos	EXPRS
hsa-miR-215-5p	ASF1B	pos	EXPRS
hsa-miR-17-5p	ASF1B	pos	EXPRS
hsa-miR-195-5p	ASF1B	pos	EXPRS
hsa-miR-15b-5p	ASF1B	pos	EXPRS
hsa-miR-103a-3p	ASF1B	pos	EXPRS
hsa-miR-122-5p	ASF1B	pos	EXPRS
hsa-miR-133a-3p	ASF1B	pos	EXPRS
hsa-miR-103a-3p	ASNA1	pos	EXPRS
hsa-miR-106b-5p	ASNS	neg	EXPRS
hsa-miR-17-5p	ASNS	neg	EXPRS
hsa-miR-20a-5p	ASNS	neg	EXPRS
hsa-miR-16-5p	ASNSD1	pos	EXPRS
hsa-miR-195-5p	ASNSD1	pos	EXPRS
hsa-miR-15b-5p	ASNSD1	pos	EXPRS
hsa-miR-192-5p	ASPH	pos	EXPRS
hsa-miR-15b-5p	ASPH	pos	EXPRS
hsa-miR-128-3p	ASPH	pos	EXPRS
hsa-miR-142-3p	ASPH	pos	EXPRS
hsa-miR-148b-3p	ASPH	pos	EXPRS
hsa-miR-181a-5p	ASPH	pos	EXPRS
hsa-miR-148b-3p	ASPHD1	pos	EXPRS
hsa-miR-141-3p	ASPM	pos	EXPRS
hsa-miR-192-5p	ASPM	pos	EXPRS
hsa-miR-215-5p	ASPM	pos	EXPRS
hsa-miR-195-5p	ASPM	pos	EXPRS
hsa-miR-15b-5p	ASPM	pos	EXPRS
hsa-miR-192-5p	ASPSCR1	neg	EXPRS
hsa-miR-195-5p	ASS1	neg	EXPRS
hsa-miR-15b-5p	ASS1	neg	EXPRS
hsa-miR-9-5p	ASS1	pos	EXPRS
hsa-miR-133a-3p	ASXL1	pos	EXPRS
hsa-miR-192-5p	ATAD1	pos	EXPRS
hsa-miR-215-5p	ATAD1	pos	EXPRS
hsa-miR-192-5p	ATAD2	pos	EXPRS
hsa-miR-215-5p	ATAD2	pos	EXPRS
hsa-miR-17-5p	ATAD2	pos	EXPRS
hsa-miR-20a-5p	ATAD2	pos	EXPRS
hsa-miR-195-5p	ATAD2	pos	EXPRS
hsa-miR-15b-5p	ATAD2	pos	EXPRS
hsa-miR-133a-3p	ATAD2	pos	EXPRS
hsa-miR-133a-3p	ATF1	neg	EXPRS
hsa-miR-195-5p	ATF2	neg	EXPRS
hsa-miR-15b-5p	ATF2	neg	EXPRS
hsa-miR-200a-3p	ATF3	neg	EXPRS
hsa-miR-200b-3p	ATF3	neg	EXPRS
hsa-miR-141-3p	ATF3	neg	EXPRS
hsa-miR-192-5p	ATF3	neg	EXPRS
hsa-miR-215-5p	ATF3	neg	EXPRS
hsa-miR-103a-3p	ATF3	neg	EXPRS
hsa-miR-133a-3p	ATF3	neg	EXPRS
hsa-miR-192-5p	ATF4	neg	EXPRS
hsa-miR-9-5p	ATF4	pos	EXPRS
hsa-miR-133a-3p	ATG12	neg	EXPRS
hsa-miR-181a-5p	ATG14	neg	EXPRS
hsa-miR-106b-5p	ATG16L1	pos	EXPRS
hsa-miR-16-5p	ATG9A	pos	EXPRS
hsa-miR-141-3p	ATG9A	neg	EXPRS
hsa-miR-192-5p	ATG9A	neg	EXPRS
hsa-miR-20a-5p	ATG9A	neg	EXPRS
hsa-miR-132-3p	ATG9A	neg	EXPRS
hsa-miR-148b-3p	ATG9A	pos	EXPRS
hsa-miR-195-5p	ATL2	pos	EXPRS
hsa-miR-15b-5p	ATL2	pos	EXPRS
hsa-miR-200b-3p	ATL3	neg	EXPRS
hsa-miR-215-5p	ATL3	pos	EXPRS
hsa-miR-122-5p	ATMIN	pos	EXPRS
hsa-miR-133a-3p	ATMIN	pos	EXPRS
hsa-miR-192-5p	ATN1	neg	EXPRS
hsa-miR-192-5p	ATOH8	neg	EXPRS
hsa-miR-16-5p	ATP11C	neg	EXPRS
hsa-miR-9-5p	ATP11C	pos	EXPRS
hsa-miR-148b-3p	ATP11C	neg	EXPRS
hsa-miR-16-5p	ATP13A3	pos	EXPRS
hsa-miR-192-5p	ATP13A3	pos	EXPRS
hsa-miR-215-5p	ATP13A3	pos	EXPRS
hsa-miR-195-5p	ATP13A3	pos	EXPRS
hsa-miR-15b-5p	ATP13A3	pos	EXPRS
hsa-miR-103a-3p	ATP13A3	pos	EXPRS
hsa-miR-122-5p	ATP13A3	pos	EXPRS
hsa-miR-192-5p	ATP1B1	pos	EXPRS
hsa-miR-103a-3p	ATP1B1	pos	EXPRS
hsa-miR-133a-3p	ATP1B1	pos	EXPRS
hsa-miR-142-3p	ATP1B1	pos	EXPRS
hsa-miR-148b-3p	ATP1B1	neg	EXPRS
hsa-miR-7-5p	ATP1B3	pos	EXPRS
hsa-miR-192-5p	ATP2C1	pos	EXPRS
hsa-miR-128-3p	ATP2C1	pos	EXPRS
hsa-miR-9-5p	ATP5A1	pos	EXPRS
hsa-miR-192-5p	ATP5G2	neg	EXPRS
hsa-miR-9-5p	ATP5G3	pos	EXPRS
hsa-miR-192-5p	ATP5J2	neg	EXPRS
hsa-miR-192-5p	ATP5L	pos	EXPRS
hsa-miR-215-5p	ATP5L	pos	EXPRS
hsa-miR-15b-5p	ATP5L	neg	EXPRS
hsa-miR-133a-3p	ATP6AP2	pos	EXPRS
hsa-miR-15b-5p	ATP6V1B2	pos	EXPRS
hsa-miR-141-3p	ATP6V1C1	pos	EXPRS
hsa-miR-192-5p	ATP6V1D	pos	EXPRS
hsa-miR-20a-5p	ATP6V1D	pos	EXPRS
hsa-miR-128-3p	ATP6V1D	pos	EXPRS
hsa-miR-200b-3p	ATP6V1E2	neg	EXPRS
hsa-miR-192-5p	ATP6V1F	neg	EXPRS
hsa-miR-15b-5p	ATP6V1F	neg	EXPRS
hsa-miR-192-5p	ATP6V1G1	pos	EXPRS
hsa-miR-215-5p	ATP6V1G1	pos	EXPRS
hsa-let-7c-5p	ATP6V1G1	pos	EXPRS
hsa-miR-9-5p	ATP6V1G1	neg	EXPRS
hsa-miR-16-5p	ATP9A	neg	EXPRS
hsa-miR-192-5p	ATPIF1	neg	EXPRS
hsa-miR-122-5p	ATRAID	pos	EXPRS
hsa-miR-192-5p	ATRIP	neg	EXPRS
hsa-miR-141-3p	ATRX	pos	EXPRS
hsa-miR-16-5p	ATXN1	neg	EXPRS
hsa-miR-195-5p	ATXN1	neg	EXPRS
hsa-miR-15b-5p	ATXN1	neg	EXPRS
hsa-miR-103a-3p	ATXN1	neg	EXPRS
hsa-miR-133a-3p	ATXN10	pos	EXPRS
hsa-miR-181a-5p	ATXN2	neg	EXPRS
hsa-miR-133a-3p	ATXN2L	pos	EXPRS
hsa-miR-16-5p	ATXN7L3	pos	EXPRS
hsa-miR-192-5p	AUH	pos	EXPRS
hsa-miR-215-5p	AUH	neg	EXPRS
hsa-miR-192-5p	AUP1	neg	EXPRS
hsa-miR-122-5p	AUP1	neg	EXPRS
hsa-let-7c-5p	AURKA	pos	EXPRS
hsa-miR-15b-5p	AURKA	pos	EXPRS
hsa-miR-103a-3p	AURKA	pos	EXPRS
hsa-miR-16-5p	AURKAIP1	pos	EXPRS
hsa-miR-192-5p	AURKAIP1	neg	EXPRS
hsa-miR-195-5p	AURKAIP1	pos	EXPRS
hsa-miR-15b-5p	AURKAIP1	pos	EXPRS
hsa-miR-16-5p	AURKB	pos	EXPRS
hsa-let-7c-5p	AURKB	pos	EXPRS
hsa-miR-195-5p	AURKB	pos	EXPRS
hsa-miR-15b-5p	AURKB	pos	EXPRS
hsa-miR-192-5p	AVP	neg	EXPRS
hsa-miR-192-5p	AVPI1	neg	EXPRS
hsa-miR-215-5p	AVPI1	neg	EXPRS
hsa-miR-148b-3p	AVPI1	pos	EXPRS
hsa-miR-133a-3p	AXIN1	neg	EXPRS
hsa-miR-103a-3p	AXL	pos	EXPRS
hsa-miR-133a-3p	AZI2	neg	EXPRS
hsa-miR-103a-3p	AZIN1	pos	EXPRS
hsa-miR-9-5p	B2M	pos	EXPRS
hsa-miR-192-5p	B3GNT2	pos	EXPRS
hsa-miR-195-5p	B3GNT2	pos	EXPRS
hsa-miR-15b-5p	B3GNT2	pos	EXPRS
hsa-miR-200a-3p	B3GNT3	neg	EXPRS
hsa-miR-141-3p	B3GNT3	neg	EXPRS
hsa-miR-192-5p	B4GALNT4	pos	EXPRS
hsa-miR-192-5p	B4GALT1	pos	EXPRS
hsa-miR-122-5p	B4GALT1	pos	EXPRS
hsa-miR-128-3p	B4GALT1	pos	EXPRS
hsa-miR-181a-5p	B4GALT1	pos	EXPRS
hsa-miR-9-5p	B4GALT3	neg	EXPRS
hsa-miR-128-3p	B4GALT4	neg	EXPRS
hsa-miR-133a-3p	B4GALT4	neg	EXPRS
hsa-miR-128-3p	B4GALT5	neg	EXPRS
hsa-miR-133a-3p	B4GALT5	neg	EXPRS
hsa-miR-148b-3p	B4GALT5	pos	EXPRS
hsa-miR-195-5p	BACH1	neg	EXPRS
hsa-miR-15b-5p	BACH1	neg	EXPRS
hsa-miR-103a-3p	BACH1	neg	EXPRS
hsa-miR-192-5p	BAG1	neg	EXPRS
hsa-miR-192-5p	BAG2	pos	EXPRS
hsa-miR-128-3p	BAG2	pos	EXPRS
hsa-miR-181a-5p	BAG2	pos	EXPRS
hsa-miR-103a-3p	BAG3	pos	EXPRS
hsa-miR-17-5p	BAG5	pos	EXPRS
hsa-miR-16-5p	BAIAP2	pos	EXPRS
hsa-miR-192-5p	BAIAP2	neg	EXPRS
hsa-miR-133a-3p	BAMBI	neg	EXPRS
hsa-miR-200b-3p	BAP1	pos	EXPRS
hsa-miR-192-5p	BAP1	neg	EXPRS
hsa-miR-20a-5p	BAP1	neg	EXPRS
hsa-miR-128-3p	BAP1	neg	EXPRS
hsa-miR-132-3p	BAP1	neg	EXPRS
hsa-miR-16-5p	BARD1	pos	EXPRS
hsa-miR-192-5p	BARD1	pos	EXPRS
hsa-miR-215-5p	BARD1	pos	EXPRS
hsa-miR-9-5p	BASP1	pos	EXPRS
hsa-miR-192-5p	BAX	neg	EXPRS
hsa-miR-9-5p	BAX	neg	EXPRS
hsa-miR-16-5p	BBC3	neg	EXPRS
hsa-miR-192-5p	BBC3	neg	EXPRS
hsa-miR-215-5p	BBC3	neg	EXPRS
hsa-miR-122-5p	BBC3	neg	EXPRS
hsa-miR-15b-5p	BBS10	neg	EXPRS
hsa-miR-16-5p	BBS2	neg	EXPRS
hsa-miR-200a-3p	BBS2	neg	EXPRS
hsa-miR-141-3p	BBS2	neg	EXPRS
hsa-miR-7-5p	BBS4	neg	EXPRS
hsa-miR-132-3p	BBX	pos	EXPRS
hsa-miR-148b-3p	BBX	pos	EXPRS
hsa-miR-192-5p	BCAM	neg	EXPRS
hsa-miR-141-3p	BCAN	neg	EXPRS
hsa-miR-122-5p	BCAN	neg	EXPRS
hsa-miR-148b-3p	BCAN	neg	EXPRS
hsa-miR-181a-5p	BCAN	neg	EXPRS
hsa-miR-15b-5p	BCAP29	pos	EXPRS
hsa-miR-192-5p	BCAP31	neg	EXPRS
hsa-miR-9-5p	BCAR1	neg	EXPRS
hsa-miR-9-5p	BCAR3	neg	EXPRS
hsa-miR-133a-3p	BCAR3	neg	EXPRS
hsa-miR-132-3p	BCAS2	pos	EXPRS
hsa-miR-192-5p	BCAS3	neg	EXPRS
hsa-miR-17-5p	BCL2L1	pos	EXPRS
hsa-miR-133a-3p	BCL2L1	pos	EXPRS
hsa-miR-141-3p	BCL2L11	neg	EXPRS
hsa-miR-192-5p	BCL2L11	pos	EXPRS
hsa-miR-16-5p	BCL2L12	pos	EXPRS
hsa-miR-195-5p	BCL2L12	pos	EXPRS
hsa-miR-15b-5p	BCL2L12	pos	EXPRS
hsa-miR-7-5p	BCL2L12	pos	EXPRS
hsa-miR-16-5p	BCL2L2	pos	EXPRS
hsa-miR-192-5p	BCL2L2	pos	EXPRS
hsa-miR-122-5p	BCL2L2	pos	EXPRS
hsa-miR-133a-3p	BCL2L2	pos	EXPRS
hsa-miR-192-5p	BCL3	neg	EXPRS
hsa-miR-215-5p	BCL3	neg	EXPRS
hsa-miR-122-5p	BCL3	neg	EXPRS
hsa-miR-128-3p	BCL3	neg	EXPRS
hsa-miR-148b-3p	BCL3	neg	EXPRS
hsa-miR-141-3p	BCL6	pos	EXPRS
hsa-miR-133a-3p	BCL6	neg	EXPRS
hsa-miR-148b-3p	BCL6	neg	EXPRS
hsa-miR-192-5p	BCLAF1	pos	EXPRS
hsa-miR-16-5p	BCR	pos	EXPRS
hsa-miR-200a-3p	BDH1	neg	EXPRS
hsa-miR-141-3p	BDH1	neg	EXPRS
hsa-miR-192-5p	BDH1	neg	EXPRS
hsa-miR-106b-5p	BDNF	neg	EXPRS
hsa-miR-200a-3p	BDNF	neg	EXPRS
hsa-miR-141-3p	BDNF	neg	EXPRS
hsa-miR-192-5p	BDNF	neg	EXPRS
hsa-miR-215-5p	BDNF	neg	EXPRS
hsa-miR-17-5p	BDNF	neg	EXPRS
hsa-miR-20a-5p	BDNF	neg	EXPRS
hsa-miR-133a-3p	BDNF	neg	EXPRS
hsa-miR-9-5p	BEGAIN	neg	EXPRS
hsa-miR-103a-3p	BET1	neg	EXPRS
hsa-miR-133a-3p	BET1	neg	EXPRS
hsa-miR-17-5p	BET1L	neg	EXPRS
hsa-miR-16-5p	BEX2	neg	EXPRS
hsa-miR-192-5p	BEX2	neg	EXPRS
hsa-miR-215-5p	BEX2	neg	EXPRS
hsa-miR-17-5p	BEX2	neg	EXPRS
hsa-miR-20a-5p	BEX2	neg	EXPRS
hsa-miR-195-5p	BEX2	neg	EXPRS
hsa-miR-15b-5p	BEX2	neg	EXPRS
hsa-miR-103a-3p	BEX2	neg	EXPRS
hsa-miR-16-5p	BFSP1	neg	EXPRS
hsa-miR-215-5p	BIK	neg	EXPRS
hsa-miR-141-3p	BIN1	pos	EXPRS
hsa-miR-192-5p	BIRC2	pos	EXPRS
hsa-miR-16-5p	BIRC5	pos	EXPRS
hsa-miR-215-5p	BIRC5	pos	EXPRS
hsa-miR-195-5p	BIRC5	pos	EXPRS
hsa-miR-15b-5p	BIRC5	pos	EXPRS
hsa-miR-103a-3p	BIRC5	pos	EXPRS
hsa-miR-122-5p	BIRC7	neg	EXPRS
hsa-miR-133a-3p	BIRC7	pos	EXPRS
hsa-miR-142-3p	BIRC7	neg	EXPRS
hsa-miR-16-5p	BLCAP	neg	EXPRS
hsa-miR-200a-3p	BLCAP	neg	EXPRS
hsa-miR-141-3p	BLCAP	neg	EXPRS
hsa-let-7c-5p	BLCAP	neg	EXPRS
hsa-miR-195-5p	BLCAP	neg	EXPRS
hsa-miR-15b-5p	BLCAP	neg	EXPRS
hsa-miR-103a-3p	BLCAP	neg	EXPRS
hsa-miR-16-5p	BLM	pos	EXPRS
hsa-miR-192-5p	BLM	pos	EXPRS
hsa-miR-215-5p	BLM	pos	EXPRS
hsa-miR-15b-5p	BLMH	pos	EXPRS
hsa-miR-215-5p	BLOC1S2	neg	EXPRS
hsa-miR-181a-5p	BLOC1S2	pos	EXPRS
hsa-miR-215-5p	BLOC1S4	neg	EXPRS
hsa-miR-192-5p	BLVRB	neg	EXPRS
hsa-miR-215-5p	BLVRB	neg	EXPRS
hsa-miR-200a-3p	BLZF1	pos	EXPRS
hsa-miR-141-3p	BLZF1	pos	EXPRS
hsa-miR-133a-3p	BLZF1	neg	EXPRS
hsa-miR-142-3p	BLZF1	pos	EXPRS
hsa-miR-192-5p	BMP1	neg	EXPRS
hsa-miR-106b-5p	BMP4	neg	EXPRS
hsa-miR-200a-3p	BMP4	neg	EXPRS
hsa-let-7c-5p	BMP7	neg	EXPRS
hsa-miR-192-5p	BMS1	neg	EXPRS
hsa-miR-192-5p	BNIP2	pos	EXPRS
hsa-miR-17-5p	BNIP2	pos	EXPRS
hsa-miR-20a-5p	BNIP2	pos	EXPRS
hsa-miR-7-5p	BNIP2	pos	EXPRS
hsa-miR-132-3p	BNIP2	pos	EXPRS
hsa-miR-103a-3p	BNIP3	pos	EXPRS
hsa-miR-195-5p	BNIP3L	neg	EXPRS
hsa-miR-15b-5p	BNIP3L	neg	EXPRS
hsa-miR-141-3p	BOK	neg	EXPRS
hsa-miR-192-5p	BORA	pos	EXPRS
hsa-miR-215-5p	BORA	pos	EXPRS
hsa-miR-15b-5p	BORA	pos	EXPRS
hsa-miR-195-5p	BORCS6	pos	EXPRS
hsa-miR-132-3p	BRCA1	pos	EXPRS
hsa-miR-192-5p	BRD2	neg	EXPRS
hsa-miR-192-5p	BRI3	neg	EXPRS
hsa-miR-132-3p	BRI3	pos	EXPRS
hsa-miR-195-5p	BRIX1	pos	EXPRS
hsa-miR-15b-5p	BRIX1	pos	EXPRS
hsa-miR-141-3p	BRK1	neg	EXPRS
hsa-miR-215-5p	BRWD3	neg	EXPRS
hsa-miR-17-5p	BRWD3	neg	EXPRS
hsa-miR-122-5p	BRWD3	neg	EXPRS
hsa-miR-181a-5p	BRWD3	neg	EXPRS
hsa-miR-192-5p	BSDC1	neg	EXPRS
hsa-miR-192-5p	BSG	neg	EXPRS
hsa-miR-133a-3p	BST2	neg	EXPRS
hsa-miR-16-5p	BTBD11	neg	EXPRS
hsa-miR-200b-3p	BTBD11	pos	EXPRS
hsa-miR-16-5p	BTBD2	neg	EXPRS
hsa-miR-200a-3p	BTBD2	neg	EXPRS
hsa-miR-141-3p	BTBD2	neg	EXPRS
hsa-miR-192-5p	BTBD2	neg	EXPRS
hsa-miR-133a-3p	BTBD2	pos	EXPRS
hsa-miR-128-3p	BTBD3	pos	EXPRS
hsa-miR-133a-3p	BTBD3	pos	EXPRS
hsa-miR-142-3p	BTBD3	pos	EXPRS
hsa-miR-148b-3p	BTBD3	pos	EXPRS
hsa-miR-181a-5p	BTBD3	pos	EXPRS
hsa-miR-16-5p	BTBD6	pos	EXPRS
hsa-miR-195-5p	BTBD6	pos	EXPRS
hsa-miR-15b-5p	BTBD6	pos	EXPRS
hsa-miR-215-5p	BTF3L4	pos	EXPRS
hsa-miR-195-5p	BTG1	neg	EXPRS
hsa-miR-15b-5p	BTG1	neg	EXPRS
hsa-miR-103a-3p	BTG1	neg	EXPRS
hsa-miR-215-5p	BTG2	neg	EXPRS
hsa-miR-106b-5p	BTG3	pos	EXPRS
hsa-miR-17-5p	BTG3	pos	EXPRS
hsa-miR-20a-5p	BTG3	pos	EXPRS
hsa-miR-9-5p	BTG3	neg	EXPRS
hsa-miR-133a-3p	BTG3	neg	EXPRS
hsa-miR-192-5p	BTN2A1	neg	EXPRS
hsa-miR-16-5p	BTN3A1	neg	EXPRS
hsa-miR-195-5p	BTN3A1	neg	EXPRS
hsa-miR-15b-5p	BTN3A1	neg	EXPRS
hsa-miR-133a-3p	BTN3A1	neg	EXPRS
hsa-miR-192-5p	BTRC	pos	EXPRS
hsa-miR-16-5p	BUB1	pos	EXPRS
hsa-miR-200a-3p	BUB1	pos	EXPRS
hsa-miR-141-3p	BUB1	pos	EXPRS
hsa-miR-192-5p	BUB1	pos	EXPRS
hsa-miR-215-5p	BUB1	pos	EXPRS
hsa-miR-195-5p	BUB1	pos	EXPRS
hsa-miR-15b-5p	BUB1	pos	EXPRS
hsa-miR-195-5p	BUB1B	pos	EXPRS
hsa-miR-15b-5p	BUB1B	pos	EXPRS
hsa-miR-16-5p	BZW1	pos	EXPRS
hsa-let-7c-5p	BZW1	pos	EXPRS
hsa-miR-195-5p	BZW1	pos	EXPRS
hsa-miR-15b-5p	BZW1	pos	EXPRS
hsa-miR-133a-3p	BZW1	pos	EXPRS
hsa-miR-192-5p	C10orf35	pos	EXPRS
hsa-miR-128-3p	C10orf35	pos	EXPRS
hsa-miR-192-5p	C10orf95	neg	EXPRS
hsa-miR-192-5p	C11orf24	neg	EXPRS
hsa-miR-195-5p	C11orf24	pos	EXPRS
hsa-miR-15b-5p	C11orf24	pos	EXPRS
hsa-miR-7-5p	C11orf24	pos	EXPRS
hsa-miR-16-5p	C11orf54	neg	EXPRS
hsa-miR-200a-3p	C11orf54	pos	EXPRS
hsa-miR-141-3p	C11orf54	pos	EXPRS
hsa-miR-215-5p	C11orf54	neg	EXPRS
hsa-miR-195-5p	C11orf54	neg	EXPRS
hsa-miR-15b-5p	C11orf54	neg	EXPRS
hsa-miR-103a-3p	C11orf54	neg	EXPRS
hsa-miR-195-5p	C11orf57	neg	EXPRS
hsa-miR-103a-3p	C11orf57	neg	EXPRS
hsa-miR-192-5p	C11orf73	pos	EXPRS
hsa-miR-15b-5p	C11orf74	neg	EXPRS
hsa-miR-128-3p	C12orf29	neg	EXPRS
hsa-miR-132-3p	C12orf29	neg	EXPRS
hsa-miR-181a-5p	C12orf29	neg	EXPRS
hsa-miR-192-5p	C12orf45	neg	EXPRS
hsa-miR-133a-3p	C12orf45	neg	EXPRS
hsa-miR-192-5p	C12orf57	neg	EXPRS
hsa-miR-141-3p	C14orf142	neg	EXPRS
hsa-miR-192-5p	C14orf2	neg	EXPRS
hsa-miR-17-5p	C14orf2	neg	EXPRS
hsa-let-7c-5p	C14orf2	pos	EXPRS
hsa-miR-16-5p	C16orf52	neg	EXPRS
hsa-miR-103a-3p	C16orf52	neg	EXPRS
hsa-miR-192-5p	C16orf58	neg	EXPRS
hsa-miR-16-5p	C16orf59	pos	EXPRS
hsa-miR-192-5p	C16orf59	pos	EXPRS
hsa-miR-215-5p	C16orf59	pos	EXPRS
hsa-miR-195-5p	C16orf59	pos	EXPRS
hsa-miR-15b-5p	C16orf59	pos	EXPRS
hsa-miR-192-5p	C17orf58	pos	EXPRS
hsa-miR-215-5p	C17orf58	pos	EXPRS
hsa-miR-133a-3p	C18orf21	neg	EXPRS
hsa-miR-200a-3p	C19orf12	neg	EXPRS
hsa-miR-141-3p	C19orf12	neg	EXPRS
hsa-miR-215-5p	C19orf12	neg	EXPRS
hsa-miR-15b-5p	C19orf12	neg	EXPRS
hsa-miR-122-5p	C19orf12	neg	EXPRS
hsa-miR-128-3p	C19orf12	neg	EXPRS
hsa-miR-133a-3p	C19orf12	neg	EXPRS
hsa-miR-148b-3p	C19orf12	neg	EXPRS
hsa-miR-200b-3p	C19orf33	pos	EXPRS
hsa-miR-192-5p	C19orf33	neg	EXPRS
hsa-miR-192-5p	C19orf43	neg	EXPRS
hsa-miR-192-5p	C19orf48	neg	EXPRS
hsa-miR-195-5p	C19orf48	pos	EXPRS
hsa-miR-192-5p	C19orf53	neg	EXPRS
hsa-miR-192-5p	C1D	pos	EXPRS
hsa-miR-215-5p	C1D	pos	EXPRS
hsa-miR-132-3p	C1D	pos	EXPRS
hsa-miR-148b-3p	C1D	pos	EXPRS
hsa-miR-192-5p	C1QL1	neg	EXPRS
hsa-miR-122-5p	C1QTNF6	neg	EXPRS
hsa-miR-132-3p	C1QTNF6	neg	EXPRS
hsa-miR-16-5p	C1RL	neg	EXPRS
hsa-miR-192-5p	C1orf109	pos	EXPRS
hsa-miR-181a-5p	C1orf109	pos	EXPRS
hsa-miR-192-5p	C1orf112	pos	EXPRS
hsa-miR-215-5p	C1orf112	pos	EXPRS
hsa-miR-192-5p	C1orf115	pos	EXPRS
hsa-miR-192-5p	C1orf122	neg	EXPRS
hsa-miR-17-5p	C1orf216	pos	EXPRS
hsa-miR-128-3p	C1orf43	neg	EXPRS
hsa-miR-148b-3p	C1orf43	pos	EXPRS
hsa-miR-215-5p	C1orf56	neg	EXPRS
hsa-miR-128-3p	C1orf56	neg	EXPRS
hsa-miR-132-3p	C1orf56	neg	EXPRS
hsa-miR-142-3p	C1orf56	neg	EXPRS
hsa-miR-195-5p	C20orf141	pos	EXPRS
hsa-miR-195-5p	C20orf144	pos	EXPRS
hsa-miR-16-5p	C20orf27	pos	EXPRS
hsa-miR-195-5p	C20orf27	pos	EXPRS
hsa-miR-103a-3p	C20orf27	pos	EXPRS
hsa-miR-141-3p	C21orf33	neg	EXPRS
hsa-miR-195-5p	C21orf33	neg	EXPRS
hsa-miR-15b-5p	C21orf33	neg	EXPRS
hsa-miR-128-3p	C21orf33	neg	EXPRS
hsa-miR-132-3p	C21orf33	neg	EXPRS
hsa-miR-133a-3p	C21orf33	pos	EXPRS
hsa-miR-181a-5p	C21orf33	neg	EXPRS
hsa-miR-9-5p	C2CD2L	neg	EXPRS
hsa-miR-122-5p	C2CD2L	neg	EXPRS
hsa-miR-148b-3p	C2CD2L	neg	EXPRS
hsa-miR-215-5p	C2orf44	pos	EXPRS
hsa-miR-195-5p	C2orf47	pos	EXPRS
hsa-miR-133a-3p	C2orf49	neg	EXPRS
hsa-miR-192-5p	C2orf54	neg	EXPRS
hsa-miR-200b-3p	C2orf69	neg	EXPRS
hsa-miR-192-5p	C2orf69	pos	EXPRS
hsa-miR-17-5p	C2orf69	pos	EXPRS
hsa-miR-195-5p	C2orf69	pos	EXPRS
hsa-miR-15b-5p	C2orf69	pos	EXPRS
hsa-miR-128-3p	C2orf69	neg	EXPRS
hsa-miR-132-3p	C2orf69	neg	EXPRS
hsa-miR-133a-3p	C2orf69	neg	EXPRS
hsa-miR-148b-3p	C2orf69	neg	EXPRS
hsa-miR-181a-5p	C2orf69	pos	EXPRS
hsa-miR-133a-3p	C3orf52	neg	EXPRS
hsa-miR-142-3p	C4BPB	pos	EXPRS
hsa-miR-200b-3p	C4orf27	pos	EXPRS
hsa-miR-122-5p	C5orf15	neg	EXPRS
hsa-miR-142-3p	C5orf15	pos	EXPRS
hsa-miR-192-5p	C5orf45	neg	EXPRS
hsa-miR-9-5p	C6orf106	pos	EXPRS
hsa-miR-132-3p	C6orf106	pos	EXPRS
hsa-miR-133a-3p	C6orf106	pos	EXPRS
hsa-miR-16-5p	C6orf120	neg	EXPRS
hsa-miR-215-5p	C6orf120	neg	EXPRS
hsa-miR-195-5p	C6orf120	neg	EXPRS
hsa-miR-15b-5p	C6orf120	neg	EXPRS
hsa-miR-16-5p	C6orf136	pos	EXPRS
hsa-miR-195-5p	C6orf136	pos	EXPRS
hsa-miR-15b-5p	C6orf136	pos	EXPRS
hsa-miR-128-3p	C6orf136	neg	EXPRS
hsa-miR-215-5p	C6orf203	neg	EXPRS
hsa-miR-17-5p	C6orf223	neg	EXPRS
hsa-miR-141-3p	C6orf47	neg	EXPRS
hsa-miR-17-5p	C6orf47	neg	EXPRS
hsa-miR-192-5p	C6orf62	pos	EXPRS
hsa-miR-20a-5p	C6orf62	pos	EXPRS
hsa-miR-106b-5p	C7orf43	pos	EXPRS
hsa-miR-17-5p	C7orf43	pos	EXPRS
hsa-miR-20a-5p	C7orf43	pos	EXPRS
hsa-miR-9-5p	C7orf43	neg	EXPRS
